"","X1101.2.gtf","X1548.2.gtf","X1628.2.gtf","Sample4.2.gtf","Sample5.2.gtf","Sample6.2.gtf"
"MSTRG.43865",58,25,33,8,14,21
"MSTRG.43864",0,108,0,12,14,12
"MSTRG.43863",1172,995,685,26,20,10
"MSTRG.46814",183,184,268,0,10,7
"MSTRG.46816",1060,1042,1370,0,0,8
"MSTRG.9292",135,78,65,12,19,25
"MSTRG.9294",165,165,133,4,7,2
"MSTRG.9298",224,119,146,71,55,98
"MSTRG.24499",6,4,0,69,67,58
"MSTRG.51583",6,11,4,57,37,65
"MSTRG.51582",5,0,16,42,24,30
"MSTRG.51584",0,3,0,41,17,18
"MSTRG.41130",353,351,370,7,5,12
"MSTRG.40880",142,359,118,14,10,13
"MSTRG.40882",52,24,61,65,79,129
"MSTRG.40883",343,271,300,58,52,40
"MSTRG.40886",0,2,80,22,25,16
"MSTRG.53980",5,4,0,29,13,23
"MSTRG.53983",51,54,28,20,24,46
"MSTRG.53982",0,0,0,55,24,30
"MSTRG.49201",0,0,0,18,26,38
"MSTRG.31679",87,66,29,0,9,13
"MSTRG.2167",0,2,0,30,17,22
"MSTRG.29735",1070,848,695,0,6,0
"MSTRG.15068",22,431,41,6,6,6
"MSTRG.50188",0,0,0,18,41,14
"MSTRG.15062",0,0,0,51,31,38
"MSTRG.15063",26,34,30,20,20,17
"MSTRG.15065",0,0,0,21,13,18
"MSTRG.15066",0,0,0,25,22,22
"MSTRG.10258",243,290,153,12,7,5
"MSTRG.10259",746,871,622,28,25,36
"MSTRG.49207",0,0,0,29,32,18
"MSTRG.10250",278,279,312,30,18,23
"MSTRG.10252",2210,1739,1278,98,82,95
"MSTRG.10253",134,37,70,104,96,91
"MSTRG.10254",118,117,136,0,0,0
"MSTRG.10255",164,153,96,23,13,13
"MSTRG.10256",168,116,181,0,4,8
"MSTRG.20798",189,98,92,14,24,14
"MSTRG.31670",39,18,51,27,14,8
"MSTRG.5778",0,0,0,30,17,19
"MSTRG.5779",2371,1669,1782,48,44,40
"MSTRG.5776",0,0,2,34,29,13
"MSTRG.5775",0,3,1,14,23,13
"MSTRG.5770",0,0,0,13,13,12
"MSTRG.43727",207,162,191,7,6,10
"MSTRG.37160",96,51,38,29,9,9
"MSTRG.37163",522,893,576,66,44,65
"MSTRG.37162",371,299,292,30,70,23
"MSTRG.37165",664,518,387,21,13,29
"MSTRG.37164",60,183,88,17,24,31
"MSTRG.37167",3,1,9,32,15,16
"MSTRG.37166",429,502,545,41,29,36
"MSTRG.37169",5,4,3,26,21,22
"MSTRG.37168",182,145,181,20,29,24
"MSTRG.7730",145,98,99,14,21,22
"MSTRG.7731",1329,732,548,57,45,55
"MSTRG.7732",571,789,764,31,34,30
"MSTRG.7733",1262,1248,1190,36,23,31
"MSTRG.20195",4,0,9,11,19,21
"MSTRG.7735",430,355,331,11,8,0
"MSTRG.7736",1784,1942,754,102,81,111
"MSTRG.7737",23,38,16,0,0,2
"MSTRG.7739",1042,418,0,141,70,0
"MSTRG.8200",161,203,129,0,5,11
"MSTRG.33887",11,0,0,11,14,18
"MSTRG.33884",10,181,469,16,10,10
"MSTRG.33882",0,0,0,25,26,15
"MSTRG.33881",3,0,0,33,25,12
"MSTRG.33888",66,11,0,95,73,44
"MSTRG.18469",0,0,0,28,48,40
"MSTRG.989",115,204,165,14,16,23
"MSTRG.18466",0,0,0,26,18,32
"MSTRG.8590",0,0,0,17,16,21
"MSTRG.39153",0,0,0,26,21,31
"MSTRG.1299",209,82,154,10,0,5
"MSTRG.1298",11,19,18,4,6,0
"MSTRG.28824",35,67,7,25,23,29
"MSTRG.28826",5,0,0,11,25,11
"MSTRG.7199",14,7,8,12,27,23
"MSTRG.7197",5,23,15,15,13,17
"MSTRG.7191",17,7,1,12,14,6
"MSTRG.23446",157,60,38,13,14,16
"MSTRG.33263",4337,2958,1469,278,195,278
"MSTRG.33260",566,195,270,31,39,42
"MSTRG.33261",752,666,730,17,14,23
"MSTRG.33264",16,2,13,21,17,16
"MSTRG.33265",62,47,52,10,9,12
"MSTRG.33268",0,0,0,30,16,22
"MSTRG.33269",997,419,287,33,23,28
"MSTRG.16640",74,19,21,11,14,15
"MSTRG.6813",129,315,278,12,10,12
"MSTRG.45518",297,234,219,42,29,41
"MSTRG.38204",1104,677,395,75,89,99
"MSTRG.42903",1,6,6,18,19,36
"MSTRG.42902",7,5,0,12,30,15
"MSTRG.42901",97,71,85,4,3,8
"MSTRG.42907",3014,4405,733,11,34,18
"MSTRG.42906",6,21,27,14,19,24
"MSTRG.42905",4,0,0,18,13,21
"MSTRG.42904",1128,1063,873,21,19,32
"MSTRG.6810",58,69,195,9,3,5
"MSTRG.44439",674,583,464,41,37,39
"MSTRG.44438",858,672,258,49,39,47
"MSTRG.44437",63,134,14,17,25,26
"MSTRG.44431",0,0,0,28,16,27
"MSTRG.44433",36,23,23,30,56,53
"MSTRG.44432",0,0,0,29,20,25
"MSTRG.23443",84,254,208,8,5,8
"MSTRG.6816",4,80,108,11,11,7
"MSTRG.23442",42,239,131,4,8,0
"MSTRG.20878",0,5,0,26,19,33
"MSTRG.23440",651,640,555,7,15,18
"MSTRG.45325",679,621,317,6,17,7
"MSTRG.21773",9699,8042,13306,16,11,24
"MSTRG.5393",167,120,178,3,8,11
"MSTRG.43608",1815,1370,970,24,22,35
"MSTRG.31133",0,0,0,39,46,19
"MSTRG.469",3,8,28,14,13,12
"MSTRG.464",220,322,478,17,7,10
"MSTRG.465",2,3,2,33,25,24
"MSTRG.466",3,1,6,41,37,29
"MSTRG.460",226,205,223,21,18,21
"MSTRG.461",1044,845,986,34,26,32
"MSTRG.462",668,621,811,12,6,17
"MSTRG.463",237,122,268,14,11,0
"MSTRG.25440",34,18,27,18,22,23
"MSTRG.37990",599,366,415,10,25,23
"MSTRG.37993",166,175,106,13,22,29
"MSTRG.37994",22,21,25,12,4,7
"MSTRG.37995",324,98,75,24,19,15
"MSTRG.37997",302,133,52,14,21,19
"MSTRG.37998",146,59,108,12,14,22
"MSTRG.37999",140,82,144,16,15,16
"MSTRG.50167",0,0,0,30,24,14
"MSTRG.6818",76,154,24,21,8,15
"MSTRG.18381",0,0,0,14,16,17
"MSTRG.20299",21,20,0,13,1,1
"MSTRG.48146",101,91,33,20,13,17
"MSTRG.21527",0,0,0,30,13,17
"MSTRG.21523",144,121,476,90,20,74
"MSTRG.10232",571,626,627,40,24,17
"MSTRG.14011",443,264,293,63,24,61
"MSTRG.36643",0,0,0,11,19,11
"MSTRG.10768",370,457,470,14,24,27
"MSTRG.22947",103,108,79,0,0,5
"MSTRG.36649",22,6,0,84,69,66
"MSTRG.30773",122,109,246,21,2,15
"MSTRG.30772",252,238,379,8,10,21
"MSTRG.28364",28,64,20,0,13,6
"MSTRG.28363",190,95,92,27,6,0
"MSTRG.28361",85,130,2,13,16,0
"MSTRG.20439",51,43,26,7,4,10
"MSTRG.20432",36,15,7,27,21,13
"MSTRG.20431",2168,1408,1418,18,22,26
"MSTRG.20430",416,356,480,54,20,45
"MSTRG.20436",812,789,380,60,33,42
"MSTRG.548",0,0,0,13,19,23
"MSTRG.20434",8,2,0,18,19,30
"MSTRG.17238",35,27,36,27,11,33
"MSTRG.17237",135,86,96,9,12,19
"MSTRG.17236",161,144,208,9,11,16
"MSTRG.17233",792,1534,888,22,26,14
"MSTRG.17232",24,18,32,38,33,42
"MSTRG.27803",2660,2181,865,70,51,43
"MSTRG.27802",415,254,294,36,31,44
"MSTRG.27801",1413,1250,689,18,20,14
"MSTRG.27800",149,104,73,3,12,8
"MSTRG.27807",697,535,212,42,42,48
"MSTRG.27806",652,411,286,23,38,22
"MSTRG.27809",425,362,360,19,11,8
"MSTRG.27808",2042,1337,880,325,180,227
"MSTRG.14179",60,55,39,11,17,14
"MSTRG.17581",635,478,541,29,17,20
"MSTRG.17583",107,10,9,91,75,67
"MSTRG.17582",616,1737,892,15,7,12
"MSTRG.17585",177,142,104,11,7,7
"MSTRG.17584",882,663,535,23,16,29
"MSTRG.17587",63,16,0,18,7,6
"MSTRG.17586",64,40,11,24,22,29
"MSTRG.17589",18,26,17,13,4,8
"MSTRG.17588",239,85,95,54,29,46
"MSTRG.28587",0,4,3,30,21,20
"MSTRG.28586",10,10,0,31,15,23
"MSTRG.28584",107,9,0,24,11,0
"MSTRG.14632",364,358,460,12,12,13
"MSTRG.25522",106,26,78,9,14,12
"MSTRG.37202",99,31020,11,6,13,0
"MSTRG.25525",95,115,58,12,20,15
"MSTRG.44661",782,508,357,123,96,101
"MSTRG.3139",514,404,284,49,47,36
"MSTRG.48221",0,0,0,17,24,15
"MSTRG.29180",557,391,578,67,53,78
"MSTRG.29181",949,860,526,27,30,27
"MSTRG.29182",1167,998,744,33,39,65
"MSTRG.45529",291,190,707,3,0,4
"MSTRG.29186",4280,3622,2088,44,48,57
"MSTRG.29187",39,160,33,5,9,8
"MSTRG.29188",0,0,0,21,15,12
"MSTRG.29189",16,23,15,12,6,9
"MSTRG.700",410,282,306,14,25,24
"MSTRG.12726",148,109,72,34,7,8
"MSTRG.11326",18,0,16,53,21,62
"MSTRG.11324",43,5,73,78,9,64
"MSTRG.11323",64,0,0,45,10,40
"MSTRG.24425",12,7,11,52,24,41
"MSTRG.23278",51,223,118,5,7,27
"MSTRG.23279",85,321,119,29,27,19
"MSTRG.702",99,44,98,0,3,0
"MSTRG.34227",7,8,1,29,16,21
"MSTRG.23274",770,1093,806,30,24,28
"MSTRG.23275",3504,2894,2991,130,94,109
"MSTRG.23276",1629,1510,1490,0,9,12
"MSTRG.23277",1507,1466,2000,17,6,16
"MSTRG.23270",869,626,525,21,15,17
"MSTRG.23272",56,40,58,5,9,16
"MSTRG.23273",687,1071,583,52,45,74
"MSTRG.24723",0,0,2,42,21,28
"MSTRG.24722",660,487,630,28,52,32
"MSTRG.24721",150,160,148,14,17,16
"MSTRG.24720",47,58,53,12,12,12
"MSTRG.24727",11,20,18,8,9,7
"MSTRG.24726",694,584,450,40,19,30
"MSTRG.24725",890,470,871,8,8,5
"MSTRG.24724",160,226,132,0,6,10
"MSTRG.24729",862,811,758,56,64,71
"MSTRG.24728",166,150,231,16,25,13
"MSTRG.31624",2,0,0,37,56,52
"MSTRG.26383",17,32,5,27,44,37
"MSTRG.26382",172,565,190,112,191,135
"MSTRG.26386",13,12,12,16,16,6
"MSTRG.26384",22,16,5,36,49,32
"MSTRG.37635",1365,994,491,117,95,70
"MSTRG.46871",75,52,116,12,21,24
"MSTRG.22217",22,14,0,8,18,17
"MSTRG.23491",26,11,21,12,0,0
"MSTRG.23497",0,14,18,13,19,15
"MSTRG.27388",21,34,27,0,0,3
"MSTRG.27389",2,1,0,13,14,14
"MSTRG.46870",93,76,118,9,2,0
"MSTRG.50343",0,0,9,14,17,12
"MSTRG.50341",0,0,28,10,18,14
"MSTRG.27381",225,184,161,50,23,40
"MSTRG.27385",79,34,22,52,41,12
"MSTRG.50349",0,9,2,18,13,15
"MSTRG.17004",234,128,162,16,18,34
"MSTRG.10499",0,0,0,29,29,38
"MSTRG.10496",540,506,842,14,16,10
"MSTRG.10494",0,0,0,43,37,35
"MSTRG.10495",877,528,731,44,38,29
"MSTRG.17006",1262,938,2083,14,20,19
"MSTRG.10490",89,36,63,85,105,98
"MSTRG.25896",23,13,12,28,39,32
"MSTRG.17000",20,0,21,37,35,35
"MSTRG.46749",0,0,12,18,31,34
"MSTRG.46748",13,0,0,20,7,20
"MSTRG.46746",21,5,6,29,25,38
"MSTRG.46742",130,342,297,18,12,12
"MSTRG.15512",17,10,5,17,20,34
"MSTRG.15513",4,2,0,34,23,24
"MSTRG.15514",0,11,0,32,59,38
"MSTRG.15516",2,2,2,13,13,12
"MSTRG.15518",0,3,0,32,14,13
"MSTRG.5970",35,31,12,4,5,0
"MSTRG.41915",39,27,31,73,58,56
"MSTRG.41917",29,46,71,28,20,0
"MSTRG.41916",570,616,318,69,89,100
"MSTRG.41911",106,119,71,8,14,6
"MSTRG.41910",120,283,69,22,18,10
"MSTRG.41913",1,0,0,29,30,17
"MSTRG.41912",2207,3208,1556,152,115,132
"MSTRG.17912",113,126,79,23,15,17
"MSTRG.17910",16,74,42,7,18,12
"MSTRG.17916",241,250,226,4,17,9
"MSTRG.41918",65,47,63,39,14,40
"MSTRG.391",950,677,1651,0,5,4
"MSTRG.47539",261,267,303,0,5,0
"MSTRG.7028",163,179,120,19,23,13
"MSTRG.5963",754,513,888,8,4,10
"MSTRG.43216",26,25,17,22,19,21
"MSTRG.43213",21,8,0,16,12,14
"MSTRG.47213",19,22,27,3,13,2
"MSTRG.53527",45,41,0,11,18,12
"MSTRG.52256",3292,2565,3222,13,0,8
"MSTRG.52255",181,178,155,25,24,29
"MSTRG.52252",94,43,79,14,10,16
"MSTRG.52253",181,40,236,15,4,11
"MSTRG.52250",361,252,341,18,12,13
"MSTRG.52251",4,8,0,20,12,13
"MSTRG.33060",266,341,273,17,26,18
"MSTRG.33062",383,520,155,5,16,19
"MSTRG.33063",39,17,8,8,13,14
"MSTRG.33066",560,501,383,21,22,35
"MSTRG.33067",78,23,43,8,4,11
"MSTRG.33068",448,380,134,41,35,15
"MSTRG.42919",0,0,0,28,16,16
"MSTRG.26811",274,302,278,23,19,21
"MSTRG.26815",7,0,0,31,17,18
"MSTRG.1892",21,18,9,28,28,23
"MSTRG.1891",68,28,39,19,21,19
"MSTRG.1901",321,453,422,27,42,26
"MSTRG.1903",82,156,50,34,46,72
"MSTRG.1905",7,5,20,44,29,23
"MSTRG.1908",47,30,42,14,11,28
"MSTRG.38720",414,296,266,28,16,23
"MSTRG.38726",290,230,130,18,15,14
"MSTRG.38727",2527,1424,735,44,34,53
"MSTRG.38724",518,585,452,26,24,26
"MSTRG.38725",134,339,199,36,41,42
"MSTRG.44630",7,14,5,31,29,28
"MSTRG.44636",210,201,135,14,12,27
"MSTRG.13450",12,19,41,9,12,14
"MSTRG.42158",1782,1643,1202,23,37,31
"MSTRG.42159",628,326,257,85,66,86
"MSTRG.40743",21,52,18,67,15,35
"MSTRG.40742",1666,7607,168,122,128,130
"MSTRG.40741",662,556,587,34,48,16
"MSTRG.53708",753,612,623,22,39,16
"MSTRG.40747",3,3,5,39,13,23
"MSTRG.40746",148,343,424,104,71,135
"MSTRG.53703",783,672,534,17,16,20
"MSTRG.53702",26,29,14,4,6,9
"MSTRG.53700",137,91,70,7,10,16
"MSTRG.53707",148,57,47,28,9,2
"MSTRG.53706",570,471,282,10,18,18
"MSTRG.53704",80,91,150,18,15,21
"MSTRG.48530",126,115,153,5,0,5
"MSTRG.48531",338,355,419,8,9,17
"MSTRG.48534",41,30,60,0,3,6
"MSTRG.48535",22,41,24,12,6,4
"MSTRG.45321",239,212,114,18,9,17
"MSTRG.48538",463,491,343,15,9,19
"MSTRG.48539",467,431,473,19,16,18
"MSTRG.42675",807,808,411,23,26,18
"MSTRG.42674",302,304,135,61,68,67
"MSTRG.42677",23,21,6,16,15,18
"MSTRG.42671",126,104,76,12,4,10
"MSTRG.42673",94,44,68,0,0,9
"MSTRG.28035",51,52,50,35,21,22
"MSTRG.42679",149,66,139,6,5,0
"MSTRG.42678",209,180,101,46,33,38
"MSTRG.44985",90,65,32,4,0,9
"MSTRG.44984",113,143,36,36,26,17
"MSTRG.44987",45,75,27,9,6,14
"MSTRG.44986",13,6,6,37,38,33
"MSTRG.44981",1573,2172,934,5,4,3
"MSTRG.44980",1743,1799,1368,6,3,3
"MSTRG.44983",2790,2093,1340,49,49,49
"MSTRG.44989",165,332,62,16,6,10
"MSTRG.40297",32,9,0,30,25,0
"MSTRG.40290",499,478,331,18,20,26
"MSTRG.40292",0,12,0,18,7,23
"MSTRG.40299",102,207,400,20,21,18
"MSTRG.40298",0,0,0,23,22,19
"MSTRG.18868",19,9,16,18,19,31
"MSTRG.18867",230,174,66,22,18,19
"MSTRG.18866",173,377,427,0,0,0
"MSTRG.18865",6,4,1,12,13,17
"MSTRG.18863",156,121,175,19,13,12
"MSTRG.51284",193,213,233,12,12,6
"MSTRG.51285",267,318,262,8,11,11
"MSTRG.51280",16,10,75,9,12,10
"MSTRG.51281",0,37,11,19,26,24
"MSTRG.51283",346,320,369,12,0,16
"MSTRG.51289",178,139,83,6,5,2
"MSTRG.32009",151,143,73,23,14,18
"MSTRG.8197",0,4,0,24,28,21
"MSTRG.8191",2,0,2,39,40,41
"MSTRG.8192",39,22,7,6,17,3
"MSTRG.32002",5,20,0,24,21,16
"MSTRG.32005",0,0,0,28,21,44
"MSTRG.32007",112,124,79,12,4,6
"MSTRG.45580",730,700,463,24,15,16
"MSTRG.45581",170,137,103,29,23,16
"MSTRG.45586",452,469,209,132,76,120
"MSTRG.9829",85,81,35,0,0,0
"MSTRG.9826",62,15,17,20,13,9
"MSTRG.9827",681,706,411,17,19,17
"MSTRG.9824",4,2,1,24,17,19
"MSTRG.45589",104,77,61,0,9,5
"MSTRG.9822",39,24,16,17,16,16
"MSTRG.9821",389,205,67,26,26,19
"MSTRG.2769",437,304,346,0,9,15
"MSTRG.2760",79,42,40,15,0,7
"MSTRG.2761",2783,1815,1395,102,65,87
"MSTRG.2765",383,239,370,2,4,0
"MSTRG.2766",102,84,86,6,0,4
"MSTRG.2767",1,9,0,17,19,15
"MSTRG.8449",873,374,561,27,41,20
"MSTRG.8448",327,427,21,11,22,13
"MSTRG.3411",0,0,0,46,18,14
"MSTRG.667",23,18,23,12,5,10
"MSTRG.8443",210,389,240,0,17,6
"MSTRG.43984",3091,2658,1879,60,65,86
"MSTRG.43987",485,616,283,35,37,32
"MSTRG.43980",179,246,201,10,8,17
"MSTRG.43981",159,129,184,27,14,20
"MSTRG.43982",56,32,42,11,11,4
"MSTRG.43983",259,197,186,7,12,7
"MSTRG.43988",899,686,643,30,30,34
"MSTRG.12828",0,0,0,11,14,14
"MSTRG.12183",0,3,0,85,50,70
"MSTRG.49379",168,202,89,19,23,16
"MSTRG.49378",556,422,266,21,13,26
"MSTRG.41160",363,324,320,37,18,34
"MSTRG.49372",4826,5114,5355,14,6,10
"MSTRG.12826",4,6,0,20,17,16
"MSTRG.19376",174,160,68,8,7,6
"MSTRG.12185",2,6,6,14,18,12
"MSTRG.19378",215,237,181,18,24,28
"MSTRG.19379",279,177,154,7,12,11
"MSTRG.39804",1279,800,724,46,31,30
"MSTRG.39805",2704,1224,1599,17,16,26
"MSTRG.39806",0,0,2,14,12,14
"MSTRG.39800",2192,1766,1316,169,164,186
"MSTRG.39803",0,0,0,16,14,14
"MSTRG.16304",472,775,1134,18,11,25
"MSTRG.51138",798,604,652,36,32,27
"MSTRG.51137",19,18,11,0,5,2
"MSTRG.51134",351,289,203,18,23,19
"MSTRG.51135",2058,1475,1342,26,14,31
"MSTRG.51132",153,114,105,19,15,13
"MSTRG.51133",154,158,133,0,6,9
"MSTRG.51131",27,33,20,7,7,10
"MSTRG.26128",519,383,283,23,11,9
"MSTRG.50668",0,0,0,11,19,15
"MSTRG.21727",5,11,12,6,17,7
"MSTRG.21721",0,0,0,21,24,15
"MSTRG.50663",143,76,97,26,31,21
"MSTRG.50662",1075,706,372,49,37,48
"MSTRG.9319",0,0,0,15,16,19
"MSTRG.9316",877,548,900,90,75,117
"MSTRG.1122",168,89,82,67,41,48
"MSTRG.1121",161,116,131,17,5,13
"MSTRG.1120",100,58,81,9,11,3
"MSTRG.1126",5,3,6,78,30,86
"MSTRG.1125",439,236,535,44,40,112
"MSTRG.1124",233,71,73,90,52,67
"MSTRG.1129",263,51,310,21,9,63
"MSTRG.1128",244,65,209,36,9,62
"MSTRG.21096",54,35,47,3,0,4
"MSTRG.21097",317,80,115,0,0,5
"MSTRG.21094",0,0,0,16,26,14
"MSTRG.21095",39,22,55,12,25,18
"MSTRG.21093",193,35,27,27,26,15
"MSTRG.30577",0,0,0,34,42,47
"MSTRG.30575",15,29,13,55,36,81
"MSTRG.34405",0,0,0,24,11,27
"MSTRG.34404",0,0,0,35,14,18
"MSTRG.17859",78,104,87,0,7,0
"MSTRG.39115",4,3,0,50,20,28
"MSTRG.39119",3,0,6,83,29,63
"MSTRG.31680",735,680,603,26,29,34
"MSTRG.6690",348,355,125,34,27,30
"MSTRG.6691",7,11,38,41,12,20
"MSTRG.6694",434,518,385,9,23,9
"MSTRG.6695",71,54,41,8,10,13
"MSTRG.6696",314,254,357,4,9,0
"MSTRG.6697",406,317,321,11,7,7
"MSTRG.6698",1801,1421,912,35,19,17
"MSTRG.6699",317,325,311,11,19,15
"MSTRG.4200",27,71,29,32,27,29
"MSTRG.13674",154,126,252,12,10,15
"MSTRG.19909",18,60,0,16,15,15
"MSTRG.19908",83,24,23,0,0,0
"MSTRG.19906",86,74,215,4,5,4
"MSTRG.19904",16,0,0,17,8,24
"MSTRG.931",14,0,0,18,11,0
"MSTRG.10889",37,8,13,12,10,13
"MSTRG.47217",225,120,111,75,31,26
"MSTRG.10888",19,17,0,30,18,18
"MSTRG.36933",46,8,26,19,4,6
"MSTRG.5926",9,8,0,28,15,23
"MSTRG.5924",0,0,0,14,12,11
"MSTRG.5923",376,279,284,29,28,24
"MSTRG.5922",568,405,415,13,8,0
"MSTRG.5921",14,15,25,12,22,17
"MSTRG.5920",1646,832,1016,12,23,9
"MSTRG.29346",25,15,6,11,7,9
"MSTRG.29347",26,15,9,32,19,27
"MSTRG.29345",474,519,406,40,39,30
"MSTRG.29342",621,952,665,52,41,54
"MSTRG.29343",466,280,249,21,36,28
"MSTRG.29340",93,77,39,4,6,7
"MSTRG.29341",43,23,13,4,1,4
"MSTRG.29348",443,137,181,16,7,19
"MSTRG.29349",152,29,49,30,30,17
"MSTRG.32944",83,55,43,5,0,0
"MSTRG.32940",2,0,2,11,24,13
"MSTRG.32941",405,704,531,18,4,7
"MSTRG.32949",58,41,80,10,9,7
"MSTRG.38191",31,50,23,10,19,12
"MSTRG.10840",400,352,151,5,0,6
"MSTRG.10845",41,13,27,33,22,40
"MSTRG.38197",4,0,14,17,27,14
"MSTRG.36066",110,44,56,53,33,40
"MSTRG.36065",97,138,23,35,40,55
"MSTRG.36062",27,16,21,8,4,8
"MSTRG.36060",16,29,28,2,4,3
"MSTRG.37686",113,102,88,8,12,5
"MSTRG.36069",34,24,0,27,13,8
"MSTRG.36068",29,7,28,21,11,12
"MSTRG.30894",136,164,108,26,20,33
"MSTRG.30896",316,342,286,27,25,14
"MSTRG.30897",39,26,41,18,11,14
"MSTRG.30892",5,4,1,15,16,17
"MSTRG.30893",0,0,0,34,23,20
"MSTRG.30898",132,35,148,29,21,24
"MSTRG.8839",0,0,0,28,32,21
"MSTRG.29315",1459,292,1766,96,25,112
"MSTRG.53611",94,0,6,73,11,59
"MSTRG.29317",5202,2948,3380,31,21,33
"MSTRG.7535",195,98,92,16,4,8
"MSTRG.29310",42,32,318,20,21,27
"MSTRG.7530",2,1,3,107,63,66
"MSTRG.49312",1103,337,210,13,17,15
"MSTRG.27884",50,129,99,25,39,56
"MSTRG.50862",2,5,1,27,35,29
"MSTRG.50867",41,0,9,16,13,15
"MSTRG.348",311,344,340,29,17,33
"MSTRG.341",329,225,305,22,23,26
"MSTRG.340",30,74,33,25,15,14
"MSTRG.343",438,277,105,13,5,6
"MSTRG.345",15,21,35,15,26,27
"MSTRG.344",1557,1315,871,54,44,49
"MSTRG.347",2187,1309,1487,15,0,27
"MSTRG.346",394,390,202,10,9,11
"MSTRG.46276",110,46,56,22,22,35
"MSTRG.37818",170,161,166,9,5,0
"MSTRG.37815",36,104,59,26,11,20
"MSTRG.35260",290,246,259,10,10,0
"MSTRG.37817",161,139,147,52,38,51
"MSTRG.37816",1285,894,643,189,97,126
"MSTRG.35261",15840,8876,12204,35,19,42
"MSTRG.35262",513,513,172,42,40,46
"MSTRG.31304",16,0,9,11,15,18
"MSTRG.31300",1351,10519,1823,36,31,29
"MSTRG.35268",36,8,0,53,25,14
"MSTRG.45415",632,488,384,23,15,26
"MSTRG.52018",4,8,11,16,14,6
"MSTRG.45416",83,108,105,27,27,25
"MSTRG.52014",275,131,151,8,11,9
"MSTRG.52015",230,105,175,10,14,16
"MSTRG.52016",618,737,454,15,11,19
"MSTRG.52010",529,589,233,51,46,37
"MSTRG.52011",44,10,9,60,41,69
"MSTRG.52013",43,324,0,65,67,40
"MSTRG.45418",80,80,40,0,0,0
"MSTRG.4947",6,0,4,44,11,24
"MSTRG.4945",2,0,1,12,15,33
"MSTRG.14957",0,0,0,33,26,34
"MSTRG.14956",7,2,5,16,11,13
"MSTRG.14955",0,1,1,24,28,24
"MSTRG.14954",0,0,0,43,19,42
"MSTRG.42365",37,83,119,0,0,7
"MSTRG.28284",74,635,384,16,45,60
"MSTRG.28287",0,27,22,58,43,34
"MSTRG.28288",2,1,2,57,32,33
"MSTRG.28289",18,7,19,8,6,16
"MSTRG.17790",0,0,0,81,83,53
"MSTRG.17791",6,11,97,11,29,11
"MSTRG.17792",9,34,43,12,19,18
"MSTRG.17793",59,31,55,17,12,8
"MSTRG.17794",0,0,0,29,22,38
"MSTRG.17795",0,0,0,24,21,14
"MSTRG.17797",191,274,237,22,22,17
"MSTRG.17799",561,504,375,43,41,40
"MSTRG.13574",147,122,166,16,12,13
"MSTRG.24888",83,126,79,106,75,73
"MSTRG.24889",0,2,2,16,21,14
"MSTRG.24880",3,0,0,15,23,16
"MSTRG.29507",7,3,0,16,34,30
"MSTRG.28136",35,105,22,7,31,12
"MSTRG.28137",11,0,0,17,7,15
"MSTRG.28134",100,86,76,8,6,14
"MSTRG.28135",116,236,98,8,20,16
"MSTRG.28132",394,291,282,0,11,9
"MSTRG.28133",66,26,127,13,6,20
"MSTRG.28130",10,27,25,11,15,12
"MSTRG.28131",1178,1351,1225,8,0,8
"MSTRG.52383",142,118,87,14,11,12
"MSTRG.27612",399,152,163,95,53,78
"MSTRG.27611",273,54,93,6,24,14
"MSTRG.27616",86,35,12,88,56,54
"MSTRG.27617",342,88,95,29,24,44
"MSTRG.27614",36,45,28,27,19,43
"MSTRG.27615",43,31,17,22,33,18
"MSTRG.27618",224,101,103,21,22,11
"MSTRG.27619",190,114,252,8,5,4
"MSTRG.25287",89,222,265,6,5,9
"MSTRG.22068",21,27,16,11,8,10
"MSTRG.11824",1,0,0,16,16,23
"MSTRG.25282",12,51,19,13,15,5
"MSTRG.11827",0,4,2,17,18,14
"MSTRG.22062",0,0,0,12,14,11
"MSTRG.22060",588,869,415,9,27,20
"MSTRG.22061",163,448,114,12,8,17
"MSTRG.22066",1,2,3,30,28,30
"MSTRG.22067",9,1,0,27,29,32
"MSTRG.22064",62,147,78,7,5,6
"MSTRG.22065",15,9,35,15,15,21
"MSTRG.39891",0,0,0,24,27,19
"MSTRG.46825",56,8,7,19,15,15
"MSTRG.16444",0,0,0,73,47,39
"MSTRG.16440",0,1,0,46,50,34
"MSTRG.16449",0,24,0,141,45,117
"MSTRG.4524",0,2,0,22,38,27
"MSTRG.25752",606,451,472,22,12,17
"MSTRG.11795",0,0,0,14,13,12
"MSTRG.22398",7,7,6,23,19,21
"MSTRG.29668",560,567,316,33,31,26
"MSTRG.49176",0,5,0,20,25,28
"MSTRG.22390",1170,769,634,52,63,47
"MSTRG.29660",175,283,160,4,5,8
"MSTRG.15235",2,1,0,12,13,17
"MSTRG.26819",243,218,167,29,26,28
"MSTRG.51739",234,119,225,5,8,8
"MSTRG.51730",46,65,61,6,7,10
"MSTRG.50062",0,0,0,22,14,21
"MSTRG.50061",0,0,0,28,39,44
"MSTRG.50060",0,0,0,31,28,18
"MSTRG.22930",307,167,139,17,10,13
"MSTRG.22931",0,0,0,17,26,26
"MSTRG.22932",340,196,238,42,39,43
"MSTRG.22933",60,89,81,3,5,5
"MSTRG.22934",356,325,309,14,18,0
"MSTRG.22935",0,0,0,14,11,11
